P30486,1,7,,,,,,,,,1,0.9,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.2,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.9,0.9,0.7,0.3,0.1,0,-0.2,-0.2,0,-0.1,-0.3,-0.3,-0.3,-0.5,-0.4,-0.4,-0.4,-0.2,-0.2,-0.3,-0.1,-0.1,-0.3,-0.2,-0.3,-0.5,-0.5,-0.4,-0.4,-0.2,0,0.1,0.3,0.2,0.4,0.3,0.5,0.3,0.4,-0.1,-0.1,0,0.1,0,0.1,0.3,,,
P30499,1,6.5,,,,,,,,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.9,0.9,0.7,0.3,-0.1,-0.2,-0.3,-0.4,-0.2,-0.1,-0.3,-0.3,-0.1,-0.3,-0.4,-0.2,-0.2,-0.4,-0.2,-0.2,-0.3,-0.1,-0.1,-0.3,-0.2,-0.3,-0.5,-0.5,-0.5,-0.5,-0.4,-0.2,-0.1,0.1,0,0.4,0.3,0.5,0.3,0.4,-0.1,-0.1,0,0.1,-0.1,0.1,0.2,-0.3,,,
P10321,1,6.5,,,,,,,,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.9,0.9,0.7,0.3,0.1,0,-0.2,-0.2,-0.1,-0.1,-0.3,-0.3,-0.1,-0.3,-0.4,-0.4,-0.4,-0.6,-0.4,-0.4,-0.3,-0.1,-0.1,-0.3,-0.2,-0.3,-0.5,-0.5,-0.5,-0.5,-0.4,-0.2,-0.1,0.1,0,0.4,0.3,0.3,0.1,0.2,-0.2,-0.2,0,0.2,0,0.2,0.3,-0.1,,,
P04229,1,11.5,,,,,,,,,,,,,-0.3,-0.2,-0.1,-0.3,-0.1,-0.1,-0.1,-0.1,0.3,0.2,0.8,0.8,0.8,0.7,0.6,0.3,0.1,-0.1,-0.5,-0.3,-0.3,-0.1,-0.2,-0.1,-0.3,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.3,-0.3,-0.1,0,-0.1,-0.2,0.2,0.3,0.2,0.4,0.6,0.6,0.6,0.7,0.7,0.9,0.5,0.7,0.4,0.4,0.1,0,-0.2,-0.1,-0.2,0,0.1,0,,,,
P22760,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.6,0.6,0.5,0.5,0.2,-0.3,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4,-0.3,-0.1,-0.2,0,0,-0.1,-0.3,-0.2,0.2,0.3,0.3,0.7,1.1,0.6,0.4,0.7,0.3,-0.1,-0.1,-0.2,-0.3,-0.1,0.2,0.1,0.7,0.6,0.4,0.1,0.4,,,,,,
P10314,1,7,,,,,,,,,1,0.9,0.7,0.7,0.3,0.3,0.3,0.3,0.2,0.2,0.5,0.7,1.1,1.1,1.2,1.2,1.2,0.9,0.8,0.9,0.4,0.3,0.2,0.1,-0.2,0,-0.1,-0.1,-0.1,0,0,0,-0.2,-0.3,-0.3,-0.5,-0.5,-0.3,-0.3,-0.4,-0.2,-0.3,-0.6,-0.5,-0.5,-0.5,-0.4,-0.2,-0.1,0.1,0,0.4,0.3,0.5,0.3,0.4,-0.1,-0.1,0,0.1,0,0.1,0.2,-0.3,,,
P01889,1,7,,,,,,,,,1,0.9,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.2,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.9,0.9,0.7,0.3,0.1,0,-0.2,-0.2,0,-0.1,-0.3,-0.3,-0.3,-0.5,-0.4,-0.4,-0.4,-0.2,-0.2,-0.3,-0.1,-0.1,-0.3,-0.2,-0.3,-0.5,-0.5,-0.4,-0.4,-0.2,0,0.1,0.3,0.2,0.4,0.3,0.5,0.3,0.4,-0.1,-0.1,0,0.1,0,0.1,0.3,,,
P13761,1,11.5,,,,,,,,,,,,,-0.3,-0.2,-0.1,-0.3,-0.1,-0.1,-0.1,-0.1,0.3,0.2,0.8,0.8,0.8,0.7,0.6,0.3,0.1,-0.1,-0.5,-0.3,-0.3,-0.1,-0.2,-0.1,-0.3,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.3,-0.3,-0.1,0,-0.1,-0.2,0.2,0.3,0.2,0.4,0.6,0.6,0.6,0.7,0.7,0.9,0.5,0.7,0.4,0.4,0.1,0,-0.2,-0.2,-0.3,-0.1,-0.1,-0.2,,,,
Q9UNA3,1,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1,0.7,0.8,0.4,0.1,-0.3,-0.1,-0.2,-0.1,-0.3,-0.3,-0.5,-0.5,-0.5,-0.3,-0.3,-0.3,-0.1,-0.1,-0.3,-0.1,-0.1,0.2,0.2,0.4,0.4,0.4,-0.1,-0.1,-0.3,-0.4,-0.2,-0.2,0.1,0.3,0.7,0.6,0.8,0.3,0.5,0.3,0.1,0.1,0.4,,,,,
P01892,1,7,,,,,,,,,1,0.9,0.7,0.7,0.3,0.3,0.3,0.3,0.2,0.2,0.5,0.7,1.1,1.1,1.2,1.2,1.2,0.9,0.8,0.6,0.2,0,-0.1,-0.2,-0.2,0,-0.1,-0.1,-0.2,-0.2,-0.2,-0.2,-0.3,-0.3,-0.3,-0.5,-0.5,-0.3,-0.3,-0.4,-0.2,-0.3,-0.6,-0.5,-0.5,-0.5,-0.4,-0.2,-0.1,0.1,0,0.4,0.3,0.5,0.3,0.4,-0.1,-0.1,0,0.1,0,0.1,0.2,-0.3,,,
Q9NPC4,1,8.5,,,,,,,,,,0.4,0.9,0.6,0.1,0,0.3,-0.4,-0.4,0,0.1,0,0.1,0.4,0.3,0.4,0.3,0.4,0.2,0,-0.3,-0.3,-0.6,-0.6,-0.5,-0.1,0,0.2,0,0,-0.4,-0.2,-0.4,-0.4,-0.5,-0.3,-0.4,0,0,0.1,0,0.4,0.1,0.5,1,1.3,1,1.1,0.6,0.3,0.1,-0.1,-0.2,0,0.3,0,0.1,0.2,0.1,-0.2,-0.1,0,,,,,
Q9BYF1,1,8.5,,,,,,,,,,0.1,0.5,0.4,0.4,0.7,0.7,0.7,0.8,1.1,1.2,1.5,1.4,1.8,1.6,1.1,0.7,0.6,0,-0.4,-0.4,-0.6,-0.7,-0.7,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4,-0.4,-0.4,-0.3,-0.4,-0.4,-0.5,-0.5,-0.6,-0.6,-0.4,-0.4,-0.3,-0.3,-0.1,-0.1,-0.1,-0.1,0,-0.2,-0.2,-0.2,-0.1,-0.3,-0.1,-0.3,-0.4,-0.1,0,0,0.2,0.4,,,,,
P08195,1,8.5,,,,,,,,,,1.2,1.3,0.9,0.7,0.7,0.3,0,0.2,0.4,0,0.1,0,-0.1,0,0.1,0.3,0.3,0.4,0.1,-0.1,-0.4,-0.5,-0.7,-0.6,-0.6,-0.4,-0.3,-0.3,-0.3,-0.2,-0.4,-0.3,-0.1,-0.1,-0.1,-0.1,-0.3,-0.5,-0.6,-0.3,-0.2,-0.1,0.3,0.4,0.4,0.7,0.6,0.4,0.4,0.2,0.3,0.4,0.4,0.6,0.6,0.2,0.3,0.2,0,0,0,,,,,
Q8NER5,1,8.5,,,,,,,,,,1,0.6,0.6,0.6,0.4,0.5,0.9,1.2,1.5,1.3,1,0.7,0.4,0.4,0.4,0.3,0.3,0.4,0.1,0,0,-0.2,-0.4,-0.2,-0.1,-0.3,-0.1,-0.1,-0.3,-0.3,-0.3,-0.4,-0.4,-0.2,-0.4,-0.5,-0.6,-0.4,-0.6,-0.1,0,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.4,0.1,0.2,0.2,0,0,0.2,0,0,-0.1,0.1,-0.2,-0.1,,,,,
P12821,1,8.5,,,,,,,,,,-0.2,-0.1,0.2,0.3,0.6,0.8,1.1,0.7,0.7,0.6,0.7,0.6,0.6,0.6,0.3,-0.1,-0.1,0.1,0.1,0,0.2,-0.1,-0.2,-0.2,-0.1,-0.3,-0.3,-0.2,-0.5,-0.3,-0.3,-0.3,-0.5,-0.5,-0.7,-0.6,-0.4,-0.3,-0.2,0.1,0.2,0.2,0.2,0.4,0.7,0.5,0.9,0.8,0.7,0.1,0.1,-0.3,-0.3,-0.1,0.1,0.2,0.7,0.7,0.4,0.4,0.5,,,,,
Q04771,1,7.5,,,,,,,,,0.2,0.5,0.3,0.8,0.9,0.8,0.6,0.6,0.3,0.4,0.5,0.5,0.8,0.8,0.9,0.7,1,1,0.7,0.4,0.4,0,-0.3,-0.3,-0.3,-0.1,-0.3,-0.3,-0.1,-0.3,-0.3,-0.2,-0.2,-0.4,-0.2,-0.4,-0.4,-0.5,-0.5,-0.6,-0.5,-0.1,0,0.4,0.2,0.4,0.1,0.3,0.1,0.1,-0.1,-0.1,0.3,0.3,0.7,0.8,0.7,0.2,0.2,-0.1,-0.1,0,0.2,,,,
Q9Y3Q7,1,8.5,,,,,,,,,,0.6,0.5,0.5,0.7,0.7,0.6,0.8,1,0.8,0.7,0.7,0.8,0.6,0.4,0.7,0.7,0.5,0.8,0.9,0.4,0.2,0,-0.3,-0.3,-0.3,-0.3,-0.5,-0.6,-0.6,-0.6,-0.5,-0.6,-0.4,-0.5,-0.3,-0.3,-0.3,-0.5,-0.4,-0.4,-0.2,0,0.3,0.4,0.4,0.4,0.5,0.5,0.8,0.8,0.8,0.6,0.8,0.5,0.5,0.8,1,0.4,0.4,0.5,0,,,,,
O75077,1,9.5,,,,,,,,,,,-0.3,-0.2,-0.1,0.1,0.1,0.5,0.4,0.5,0.7,1.1,1,1,0.9,1.1,0.6,0.2,0.3,0.2,-0.1,0,0,0,-0.2,-0.4,-0.3,-0.3,-0.2,-0.3,-0.3,-0.3,-0.3,-0.1,-0.2,0.1,0,-0.2,-0.4,-0.4,-0.4,-0.4,-0.1,0.1,0.2,0.1,0.5,0.3,0.3,0.7,1.1,1.1,1.1,1,1,0.4,0.1,0.4,0.3,0,0.1,0.1,,,,,
Q9UKF5,1,8.5,,,,,,,,,,0.1,0.1,0.1,0,0.4,0.5,0.5,0.8,1.3,0.6,0.5,0.9,0.6,0.6,1.1,1.2,0.7,0.8,0.5,0,0,0.2,-0.1,-0.3,-0.3,-0.5,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.5,-0.5,-0.3,-0.2,-0.1,0.2,0.7,1,1.3,1.8,1.6,1.6,1.2,0.8,0.4,0.2,-0.1,0.4,0.4,0.5,0.5,0.5,0.1,0.2,0.5,0.3,0.3,0.4,,,,,
Q9BV23,1,8.5,,,,,,,,,,0,-0.2,-0.1,0,0.3,0.2,0.4,0.3,0.2,0,-0.1,0.1,0,-0.2,-0.2,0,-0.2,-0.1,-0.1,-0.3,-0.5,-0.4,-0.3,-0.2,-0.2,0,-0.2,-0.5,-0.4,-0.5,-0.5,-0.5,-0.3,-0.2,0,0,0,-0.2,-0.3,-0.4,-0.4,-0.3,-0.3,0.3,0.2,0.6,0.6,0.9,0.4,,,,,,,,,,,,,,,,,
P37023,1,7.5,,,,,,,,,0.8,0.6,0.3,0.6,0.6,0.5,0.4,0.5,0.4,0.4,0.5,0.9,1,1,1.1,1,0.5,0.8,0.5,0.2,0,0,-0.4,-0.3,-0.3,-0.3,-0.3,-0.3,-0.2,-0.2,-0.5,-0.3,-0.3,-0.5,-0.4,-0.2,-0.4,-0.4,-0.5,-0.3,-0.5,-0.3,-0.1,0.5,0.4,0.6,0.5,0.5,0.3,0.4,0.3,0.3,0.3,0,0,0.4,0.3,0.2,0,0,-0.4,-0.4,-0.3,,,,
Q99LR1,1,8.5,,,,,,,,,,1,0.6,0.8,0.6,0.6,0.4,0.5,0.4,0.4,0.6,0.9,0.7,0.4,0.1,0,-0.2,0.1,0.5,0.5,0.1,0.1,0,-0.5,-0.5,-0.3,-0.3,-0.3,-0.3,-0.1,-0.3,-0.3,-0.4,-0.4,-0.6,-0.1,-0.1,0,0.1,0.2,-0.3,-0.1,-0.1,0.3,0.2,0.2,0,-0.2,-0.5,-0.4,-0.4,-0.1,0,-0.2,0,0,-0.4,0.2,0.1,0.4,0.7,1.2,,,,,
O14672,1,8.5,,,,,,,,,,-0.3,-0.4,0,0,0.2,0.3,0.5,0.1,0.2,0.4,0.2,0.2,0.3,0.1,0.2,0.1,0,-0.1,0.2,-0.3,-0.3,-0.2,-0.4,-0.6,-0.5,-0.5,-0.4,-0.3,-0.3,-0.5,-0.4,-0.4,-0.4,-0.3,0.1,0.3,0.1,0,0,0.1,0.1,0,0.3,0.6,0.4,0.2,0.6,0.5,0.2,0.1,0,-0.2,0.2,0.5,0.5,0.9,0.9,0.4,-0.1,0.1,-0.2,,,,,
O43184,1,8.5,,,,,,,,,,0.9,0.5,0.4,0.6,0.6,0.6,0.9,0.9,0.7,0.2,-0.3,-0.2,-0.4,-0.4,-0.2,0.3,0.3,0.8,0.8,0.8,0.4,0.1,-0.4,-0.3,-0.2,-0.1,-0.1,-0.1,-0.1,-0.3,-0.5,-0.4,-0.3,-0.5,-0.5,-0.4,-0.5,-0.4,-0.4,-0.2,-0.2,0,0.5,0.7,0.7,0.9,0.6,0.1,0,0.1,0.3,0.5,0.7,0.7,0.6,0,0,-0.2,0.2,0.2,0.5,,,,,
Q13444,1,8.5,,,,,,,,,,0.5,0.4,0.4,0.3,0.1,0.1,0.4,0.2,0.2,0.3,0.2,0,0.2,0.4,0.2,0.6,0.4,0.6,0.4,0.5,0.3,0.3,0.2,0.2,0.1,-0.1,-0.2,-0.4,-0.6,-0.6,-0.6,-0.6,-0.6,-0.7,-0.5,-0.5,-0.5,-0.5,-0.3,-0.4,-0.2,-0.2,0,0,0,0.1,0.6,0.4,0.3,0.4,0.3,0,0.6,0.5,0.4,0.5,0.4,-0.1,0.3,0.5,0.5,,,,,
P78536,1,8.5,,,,,,,,,,0.1,0.5,0.2,0,0,-0.1,-0.3,0.2,0.4,0.3,0.8,1.2,0.8,1.1,1.4,1.6,1,1.1,1.1,0.6,0,-0.1,-0.1,-0.5,-0.4,-0.4,-0.3,-0.5,-0.6,-0.6,-0.4,-0.5,-0.5,-0.4,-0.4,-0.4,-0.3,-0.3,-0.3,-0.1,0.3,0.4,0.3,0.4,0.7,0.2,0,0.2,0.4,-0.1,-0.1,-0.1,-0.1,0.3,0.3,0.1,0.7,0.6,0,0.3,0.5,,,,,
Q6UXC1,1,8.5,,,,,,,,,,0.7,0.5,0.5,0.6,0.5,0.1,0,0,0,0,0.4,0.9,0.9,0.6,0.6,0.4,0.3,0.2,0.4,0.3,0.1,-0.2,-0.4,-0.5,-0.5,-0.7,-0.6,-0.6,-0.6,-0.6,-0.6,-0.5,-0.3,-0.1,-0.1,-0.1,-0.1,-0.2,-0.3,-0.1,0,-0.1,0,0.2,0.1,0.2,0.3,0.1,0.1,0.1,0,-0.1,0,0,0.1,0.3,0.4,0.4,0.4,0.5,0.2,,,,,
P36896,1,7.5,,,,,,,,,0.1,0.7,0.9,0.7,1.1,1.1,0.8,0.5,0.8,0.4,0.8,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.3,0.1,-0.3,-0.4,-0.6,-0.6,-0.7,-0.7,-0.8,-0.8,-0.7,-0.7,-0.7,-0.6,-0.6,-0.6,-0.4,-0.2,-0.2,-0.3,-0.2,-0.3,-0.5,-0.1,0,-0.1,0,0.1,-0.3,-0.1,-0.1,0.1,0.5,0.5,0.8,1.2,0.8,0.8,0.8,0.6,0.2,0.2,0.1,0.1,0.1,,,,
O43506,1,16.5,,,,,,,,,,,,,,,,,,1.1,1.4,1.5,1.8,1.6,1.6,1.1,1,1,1.3,0.8,0.7,0.4,0.3,-0.2,-0.1,0,-0.1,-0.5,-0.5,-0.4,-0.4,-0.4,-0.4,-0.4,-0.6,-0.4,-0.4,-0.5,-0.3,-0.3,-0.3,0,0,0.3,0.5,0.4,0.1,0.3,-0.2,-0.2,0.2,0.2,0.2,0.4,0.8,0.4,0.4,0.3,0.2,-0.1,0,0,,,,,
Q9UKF2,1,8.5,,,,,,,,,,0.8,0.4,0.3,0.1,0.1,0.4,0.6,1,1,1,0.6,0.8,0.5,0.6,0.1,0.1,-0.1,0,-0.1,-0.1,-0.1,-0.3,-0.6,-0.6,-0.4,-0.4,-0.4,-0.5,-0.5,-0.7,-0.7,-0.4,-0.4,-0.3,-0.3,-0.3,-0.5,-0.5,-0.5,-0.4,-0.4,-0.4,-0.2,-0.1,-0.3,0,-0.1,0.1,0,0,0,-0.1,-0.4,-0.2,0,0.4,0.3,0.5,0.5,0.5,-0.1,,,,,
Q9BZ11,1,8.5,,,,,,,,,,1.5,1.2,0.9,0.4,0.3,0.1,0.3,0.3,0.2,0.4,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.2,0.3,0.2,0,-0.1,0,0,-0.1,-0.1,-0.2,-0.4,-0.5,-0.6,-0.6,-0.4,-0.5,-0.5,-0.4,-0.2,-0.4,-0.4,-0.4,-0.3,0.1,0.5,0.7,1.2,1.2,0.8,0.4,0.3,0,0,0.4,0.4,0.6,0.6,0.5,-0.1,0,-0.1,0.2,0.3,0.5,,,,,
Q9Y673,1,21.5,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.3,-0.4,-0.4,-0.4,-0.5,-0.3,-0.3,-0.3,-0.3,-0.1,-0.1,-0.1,0.1,0.1,0.1,0.1,0.1,0,-0.2,-0.5,-0.5,-0.5,-0.5,-0.3,-0.3,-0.3,-0.1,0.1,0,0.5,0.4,0.3,0.3,0.1,0.1,0.3,0.7,0.9,1.4,1.4,1.6,1.2,0.8,0.3,0.1,-0.4,-0.3,,,,,
Q9R1V6,1,8.5,,,,,,,,,,1,0.8,1.1,0.8,0.5,0.5,0.3,-0.1,0.1,0.1,0.5,0.8,0.8,0.7,1,0.7,0.6,0.5,0.5,0.1,-0.1,-0.1,-0.2,-0.4,-0.6,-0.3,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4,-0.2,-0.2,-0.2,-0.2,-0.4,-0.6,-0.6,-0.4,-0.4,-0.2,0,0.1,0,0.1,0.1,0.1,0.1,0.1,-0.2,-0.2,-0.2,0.3,0.3,1,1.4,1.5,1.4,1.7,1.4,,,,,
P78325,1,8.5,,,,,,,,,,-0.1,0.4,0.3,0.4,0.3,0.3,0.2,0.3,0.1,0.1,0.2,0,0.2,0.4,0.9,0.9,0.9,0.6,0.3,-0.2,-0.4,-0.3,-0.4,-0.2,-0.1,-0.3,-0.5,-0.4,-0.4,-0.4,-0.4,-0.4,-0.5,-0.6,-0.6,-0.6,-0.6,-0.5,-0.5,-0.5,-0.5,-0.4,-0.2,0,0.1,0.3,0.5,0.4,0.6,0.6,0.4,0,0.4,0.2,0.2,0.6,0.7,0.3,0.3,0.3,-0.1,,,,,
Q96F25,1,8.5,,,,,,,,,,0,-0.2,-0.3,-0.4,-0.4,-0.5,-0.3,0.2,0.5,0.4,0.5,0.4,0.5,0.2,0.4,0.6,0.5,-0.1,-0.1,-0.2,-0.6,-0.2,-0.3,-0.3,-0.4,-0.4,-0.7,-0.5,-0.4,-0.2,-0.1,0.1,0.1,0.3,0.3,0.1,0,-0.2,-0.4,-0.4,-0.4,-0.4,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,
Q9BT22,1,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.2,0.1,-0.1,-0.3,-0.5,-0.5,-0.5,-0.3,-0.3,-0.3,-0.5,-0.4,-0.6,-0.6,-0.6,-0.6,-0.5,-0.4,-0.3,0.2,0.6,0.5,0.7,0.9,0.6,0.6,0.7,0.6,0.6,0.8,0.5,0.3,0.3,0,-0.4,-0.4,-0.3,0.2,0.2,0.3,0.7,,,,,
O75078,1,14.5,,,,,,,,,,,,,,,,0.2,0.2,0.4,0.3,0.5,0.7,0.5,0.3,0.7,0.4,0.2,0.3,0.2,-0.1,0,0,0,-0.2,-0.4,-0.3,-0.3,-0.2,-0.3,-0.2,-0.2,-0.3,-0.1,-0.1,0.1,0,-0.2,-0.4,-0.4,-0.4,-0.4,-0.2,0,0.1,0.1,0.4,0.4,0.6,1,1,0.9,0.9,0.7,0.3,0.2,0,0,-0.1,-0.2,-0.1,-0.3,,,,,
